_id,reviewText,PREDICTED_UI,CORRECT
5729181d507c69054da8e8d9,"Best Private Messenger It automatically encrypts all communications between signal users and reverts to sms for everyone else. Open source ensures security, material design makes it beautiful, and the easy setup and encryption means anyone can take hold of their privacy.",1,1
5729c347507c690b8e0bd74d,Very detailed system monitor to see what service/app/connection is doing what.,0,1
572913c9507c69054da8e4f3,I HATE IT SO MUCH BUT I CAN'T STAP PLAYING IT!!,0,1
57894a02819cb706b00a7853,Great app. Great site. But.. Any chance of adding login support? I realise that it can't be done due to the site having NSFW and Google's policy but what about a fork in the code since it's now open source and available outside the play store? Just an idea. Still a fantastic app.,0,1
57291074507c69054da8e120,"Excellent! Tried many compass apps but this is the first that actually points accurately! Simple but good and great design. Nexus 4 kitkat, then LG G3 Lollipop 5.0.",1,1
572911e6507c69054da8e2fd,love it. shows full pic on s6 edge rather than the 3d swivel zoomed in.,0,1
57291aa0507c69054da8eb3b,"All In One App Great App with good UI, Transfer funds within accounts, easy to use and basic financial transactions facility, latest currency conversion rate, backup my data, has basic security. Please provide facility to choose icons for category",1,1
5729bfa3507c690b8e0bd39c,"Nice Lock Screen I wish it had the ability to set a PIN, but I really like the feel it gives off. Just wish I could get rid of the notification bubble.",1,1
5729c345507c690b8e0bd74c,Nice work,0,1
57894bf8819cb706b00a7a32,"Best and most minimalistic lockscreen But I would love to be able to set a separate lockscreen wallpaper, instead of the home screen one I use. Also sometimes the app crashes and unless I kill and start the process again the notifications are not shown after that.",1,1
57291b0b507c69054da8eb95,Best expense manager app! I am using it for 2 years. Great app.,0,1
572916b1507c69054da8e736,pretty good but I cannot open log file in logcat. I liked the way log is displayed in this app but I can't view the file in it. Also the pause button stops working if try to open file.,1,1
57894829819cb706b00a763b,"Nice in theory, unfortunately none of the plugins I've tried work properly, and even when it's just using local pictures it's apparently using the most battery of any app on my phone! I also wish there was a finer control on the blurring, there's quite a big step between not blurred and the smallest amount of blurring you can get.",0,1
5729bdbd507c690b8e0bd1c1,Exactly what I Need!,0,1
5729c1f7507c690b8e0bd5e3,"Key exchange problem I like this app, but version 1.8.6 has key exchange probelm. It always appear â€œHotkey signature sent by remote is wrong.â€ù during ssh connection. Hope it can be fixed in the next verion.",0,1
57894bac819cb706b00a79cf,Amazing Should also have lockscreen password security :),0,1
5729bf6e507c690b8e0bd367,Can't uninstall. Would not have reviewed otherwise.,0,1
57894e22819cb706b00a7bc7,"The grid and list view are changing randomly, could you please fix it?",1,1
57291d92507c69054da8ee27,"Good idea but missing some features When it works it works very good but when it doesn't it's frustrating. For some reason the wallpaper won't refresh for me when I click on the double arrows to change to a new wallpaper, there is no way of favourating images so that they would repeat in the future or downloading them. You cannot add a folder from your gallery for it to automatically rotate wallpapers from, only individual images can be added",1,1
572915f7507c69054da8e668,Lumayan,0,1
57291bf8507c69054da8ec83,The best Simply the best podcast app for android,0,1
57291dec507c69054da8ee93,Hate the recent update I love this app but the recent update is making the app crash and I am unable to see the wallpaper :(,0,1
5729c40d507c690b8e0bd8b5,Android Root Must Have!! Allows rooted android custom ROMs to change your native resolutions from 4k to 1080p which will help battery life and avoid screen burns. You can also change pixel density as well aka PPI. Tips- first type: su then press enter. Then to change resolution from quad HD to 1080p type: wm size 1080x1920. To change pixel density type: wm density (PPI amount) ex. 420 for moto x pure or nexus 6 493 or note 5 518 etc. To reset resolution back to quad HD type: wm size reset. To reset PPI type: wm density reset.,1,1
57290d98507c69054da8de28,Used to be good I'm facing some issues with this. I can't rotate the scenes to landscape view. It's stuck in portrait mode. There is also issue with the display. Some comics doesn't display properly. The bottom portion appear scrambled or even seems like a grey block.,1,1
57895027819cb706e9239784,"Still The Best!!! Reliable, straightforward, no surprises - this goes on every device I use & all my friends' & clients', too. It's a genie in a bottle, PC tower power in your pocket or purse. Thank you!",0,1
572917b5507c69054da8e863,Major Privacy Issue BEWARE other Signal users may screenshot your messages without your knowledge (full conversations may be posted on social media and/or online). For an app that's all about privacy this isn't a good feature - have waited for a reply on this for weeks with no such luck.,0,1
57291043507c69054da8e0d9,"1.0.30 changes New color schemes are alright, not loving the chat bubbles though. Hoping for an option to turn off the bubbles and go back to the old layout for chat sessions.",1,1
572917a0507c69054da8e83f,Feels good Way better than the messaging app on my HTC. Glad I didn't have to trade ease of use for encryption.,0,1
57290f67507c69054da8dfea,"Nice, but has some problems. Works fairly well. Most comic book archives open and preloading makes sure you can go through them quickly. Has a good amount of options to tweak your experience. One point deduction because it has some bugs and improvement points that have been around forever: I get errors on some archives, and I can never see the full error because it's always cut off (\"Can not open archive. This generally happens because ...\" Because what??). The main menu always shows the logo in big, and then the last two archives opened. There's so much more you can do with this space. When you zoom, it seems to remember that zoom level for every *other* page, rather than every page.",1,1
57894975819cb706b00a7777,"Crashes a lot, all of a sudden Clicking on images causes the app to crash. It's pretty much a broken app at this point.",1,1
57291d57507c69054da8ee0e,"Use it all the time! Loading is constant and horrible! Please fix it, so the app can be usable!? Could we sort lists individually? And the ignore articles option doesn't seem to work on lists. PLEASE update show posters for current seasons!...Otherwise, this is a fantastic app to keep track of everything.",1,0
5729174c507c69054da8e7db,From 5 stars to 3 stars After 3 days of using it I noticed it takes a long time to load and tends to crash when I open the app after touching the notification on the lock screen and opening it. Please fix! It really is a good app.,1,1
57291873507c69054da8e930,Perfect :3,0,1
5729c42d507c690b8e0bd8f1,Prompt Nice for Android _Ÿ“±,0,1
57291bfe507c69054da8ec8d,Free Software,0,1
5729c17c507c690b8e0bd55c,I just started using this but so far the only missing feature is being able to categorize starred clips by folders or tag like andclip. That would make it worth 5âœ_.,1,0
57291de0507c69054da8ee89,"Great idea implemented in beautiful app This application is even must have. It is very helpful for me to not have the same wallpaper every time if I will not change it with my hands. I only have one kind ask to developer, to add wallpaper left/right scrolling ability when changind desktop pages.",1,1
572910be507c69054da8e161,Excellent Every Earthbound lovers dream,0,1
5729c1df507c690b8e0bd5aa,"Works brilliantly. Lots of features, including tunnelling and private key authentication. The extra CTRL/ESC/TAB/arrow keys which appear above the standard keyboard make it possible to de serious work with this app.",1,1
57291dbb507c69054da8ee61,"Favorite wallpaper app as I always used \"stock\" material wallpapers because I could never decide on ONE photo, plus I didn't like the look of photos with \"my\" app layout. By allowing Muzei the ability to rotate my photos, I don't have to decide on one. PLUS and BIGGEST, is the blurry option that allows my apps to stand out against the photo and bring photo into focus with a double tap.",1,1
57291b11507c69054da8eb99,"Nice and useful app Last update (06/2015) is all wrong! Not working properly (reports not working, backup not working, export not working) user interface is terrible, no category search as before... Do not update.... I liked this app before: the interface, overview features, more currencies and accounts feature, category list, ease of use, export possibilities. I would rate full stars but I miss some details: report on income structure (same structured view as with expenses), detailed report on each account. Thanks for this application.",1,1
5729bee7507c690b8e0bd2df,Working good Eating a lot of battery.,0,1
57894a97819cb706b00a78f2,More syntax color scheme please. Specially Monokai.,0,0
5729c178507c690b8e0bd554,"Clip Stack surely does the job it proclaims to execute. However, there isn't much value in the application because a typical \"Notepad\" application pretty much does the same job if you wish for text and other media like a file. It would have been awesome if the contextual clipboard is presented with the option to pick up the values from \"Clip Stack\". For instance, I navigate to a website and would want to paste multiple values in the text fields designated. If I attempt to copy a value from Clip Stack app and then navigate back to the website to paste those values, it would take me a lot of time. Instead of that, WHAT IF soon after I long-press on the field, it presents with the option to paste content from the clipboard as well as present me a snapshot of values from \"Clip Stack\", which way I should have attempted to pick and paste one of the values from the application. This would be more intuitive. Not sure whether Android provides us a way to achieve it. But, such a feature would have truly been awesome instead of the existing features. Application design surely is commendable. But, unless the aforementioned feature has been added, we would not be finding it usable.",1,1
57893a15819cb7066ab3fd65,"Best Search Engine With Google recently being found to have suppressed negative Clinton searches without suppressing negative Trump or Bernie searches, it makes me glad to have switched to DuckDuckGo a long time ago.",0,1
5729105e507c69054da8e0e8,Not bad But ball compass 3D is better in my opinion.,0,1
57291485507c69054da8e59a,Great Love it. Better than the stupid remakes who claim to improve it.,0,1
5729c10a507c690b8e0bd4d8,Very good Sexiest file manager out there.,0,1
57291896507c69054da8e951,Excellent Very secure and versatile since phone calls are allowed in secure mode as well!,0,1
572918a8507c69054da8e95e,It works. It really works. Not sure aboot the encryption. But it sends texts.,0,1
578949aa819cb706b00a77cd,"Great app It's a nice app, just fix the crashing n errors.",0,1
5789443f819cb706b00a71fe,Needs budgeting Without budgeting this app is useless.,0,1
572915f8507c69054da8e66c,Good indicator Awesome app,0,1
57290dce507c69054da8de6f,"Awesome! It's easy to use, loads fast & works great! It lacks a library feature but that's fine....",1,0
5729bf8b507c690b8e0bd38c,"Great app, really like, but it has an issue with the Note 5's screen-off memo taking mode; the screen will go completely off in around 10 seconds whether I'm writing or not. Tried all the settings, can't seem to fix that.",1,1
5729be09507c690b8e0bd1fd,"Good - except on Marshmallow I've used this as my twitter client for a long time. Works great, excepting it doesn't really work if you want to see reactions to a tweet for people that you don't follow. That doesn't work. With Android Marshmallow, the non updates to this so really show. If you click on a picture, it crashes. Maybe time to move on",1,1
5729c1c3507c690b8e0bd598,If you hate to re-type âœ”out this great app! After I use it for a few days I let you know more. For now it's a 4_ŸŒŸ,0,1
5729c204507c690b8e0bd5f6,Physical keyboard Works for few seconds and then I cannot use any keyboard.,1,1
5729c38d507c690b8e0bd7cc,Working very well.,0,1
57291d58507c69054da8ee12,So good! La mejor app para seguir tus series preferidas. Es Ãºnica y (repito) la mejor. Os la recomiendo x1000,0,1
5729c37c507c690b8e0bd792,Does it's job perfectly Used recently to help me fix SuperSU binary update issue. Worked flawlessly.,0,1
57291708507c69054da8e7a1,Perfect for GitHub,0,1
57291e02507c69054da8eeaa,This button &gt;&gt; Doesn't change the wallpaper from the app,1,1
57291edd507c69054da8efb8,"Lots and lots of fanservice... ...if you're into women. Not so much if you're into guys. That aside, a lot of the wallies are nice. Lack of permissions required are a welcome change from apps that want to get uber intimate with your device.",0,1
5729bf17507c690b8e0bd318,still not fixed pressing the recent button or home button closes the lock screen .... plz fix this issue ... i want to use this as my primary lockscreen but the recent button and the home button issue is forcing me to use different locker app ... plz fix this ...,1,1
5729c3cd507c690b8e0bd852,Unlock _Ÿ”“ the Linux you have been carrying around.,0,1
57291798507c69054da8e835,"Good Good app, but needs some fixing. When closing the app by swiping it away, it closes the preview of all the other apps, forcing me to hit the button again to open them",1,1
572915f8507c69054da8e66d,ok ok,0,1
5729136f507c69054da8e490,Good for pooping This game rly fun and engaging but not so much that u will get lost in it while on the can and forget to get back to work,0,1
5789496f819cb706b00a776f,Hate it Crashes very often,0,1
57291b63507c69054da8ebe0,"The best. Functionality and ui wise it is the best finance app. Easy to use. You can customise currencies,add tags, back and restore. Neat and attention to detail is very good. Oh and the UI is really top notch material design as you can see from the screenshots.",1,1
572911fb507c69054da8e323,Bomb Second to none,0,1
57291061507c69054da8e0ed,"Works Works. But i thought it was gimmicky. All the positions i can hold my phone in that this compass displays usefully, my 2d compass also displays usefully. And all the positions i can hold my phone in that don't give me a useful display on my 2d compass, also don't give me a useful display on this compass. Nice idea but no real benefit over 2d compass was noticed.",1,1
57290fea507c69054da8e071,"Good App Works well, seems very secure and all, would ask the developers to seriously consider adding compatibility for a panic button app.",1,1
57291b14507c69054da8eb9b,"Best personal finance app This is by far, the best personal finance app I have ever downloaded and used. I have tried 90percent of the apps out there, and they are all crap. Well actually crap would be an understatement. If you are like me and have the need to keep track of your daily expenses, add funds and view reports all in the most simple way possible DOWNLOAD THIS APP.",1,0
5729115d507c69054da8e24e,"Awesome app any earthbound fan will love This is the coolest app, I think if it want free people would purchase it. Thanks a ton for making this sick earthbound app!",0,1
57291458507c69054da8e56f,Love the game but... The degradation system was a big NO for me.,0,1
578949ad819cb706b00a77d4,Pretty Easy to use with lots of pretty pics.,0,1
57894975819cb706b00a7775,"Once one of the Greats This used to be my go to app for wallpapers. Absolutely loved it but seems to now be unusable with Marshmallow have tried the app on a Nexus 6p, S7 Edge and OnePlus 3. Same issue constant crashes when loading images and often won't save. Would love to see it great again!",0,1
5729c17e507c690b8e0bd55e,love it but can you make window draw over keyboard?,1,1
5729c2b0507c690b8e0bd6a0,"One tap exit would be nice It's nice that you can add extensions and all. But on the Asus Zenfone 2, one single tap anywhere on the screen will get you out of the Daydream, whether it's a stock or downloaded Daydream. With Dashclock though, a tap will only zoom in on the Daydream, you need to chase the unlit \"Back\" button to close the Daydream. Very annoying, a \"one-tap exit\" option would make this a 5-stars app.",1,1
57291d9a507c69054da8ee3a,"It's all i ever wanted Very good app, pretty customisable and works beautifully in the background.",1,1
57290d94507c69054da8de22,"Used to be great I've used ACV for years and once loved it. But lately it gives me out of memory errors no matter the file size, format, location, whatever. I'm sorry to say I've abandoned it.",0,1
57290e01507c69054da8deb7,Best comic book viewer Opens all comics just like CDisplay.,0,1
57291a68507c69054da8eb0a,"Reports needs a big improvement The report section needs a complete overhall it does not shows details of income and transfer, if someone want to check how much income he has made from a specific categary there is no option same goes for transfers, graphs and manhatons should also be included as they give a much clear picture, rest of the application in superb easy to use and great interface and customisable, please improve the reporting section in the next update else u will lose a lot of users because of it",1,1
57291e63507c69054da8ef13,Great Should add more gestures to view the background unblurred since double tap locks the screen on some phones,1,1
57291c23507c69054da8ecc7,Please add the option for widget to skip forward and backwards on the home screen and lock screen.,1,1
5729c1e4507c690b8e0bd5b1,Good app. I like it,0,1
57291671507c69054da8e702,Matrix No matrix solving panel.,0,1
5729107c507c69054da8e137,Great Little compass.,0,1
57291395507c69054da8e4bb,Please add controller support and TV support For nvidia shield tablet portable and TV need controller support,0,1
57291734507c69054da8e7bf,What happened? Lately it always shows the wrong name at the top of message window. It's caused more than a bit of stress figuring out if I've sent something to the wrong person or not. It sucks because I do really like the app and it's features.,1,1
5729bf12507c690b8e0bd316,"Not really a LOCK SCREEN REPLACEMENT When I press Home button, it immediately takes me to my Home Screen. There's no security. So Devs, may I suggest that you add a feature that would really replace my stock lock screen. I love this app so much but it's not that secure, really.",1,1
5729119f507c69054da8e2b0,Does what it says . Love it.,0,1
57894bed819cb706b00a7a25,"Great Please solve : lockscreen can be escaped by pressing home button... acdisplay module activated and working in xposed... but still can escape...And, notification doesn't expands on quick glance (wake from sleep)",1,1
5729be46507c690b8e0bd235,"best mobile client light, powerful, stable, and comes in pitch black. couldn't ask for more.",0,1
57894c8f819cb706b00a7ac4,Almost perfect if I add widget the time and battery percentage was gone only the chosen widget will appear. My phone is 4.2.2 Android version.,1,1
57290fad507c69054da8e026,Best ever,0,1
572912c0507c69054da8e3f0,After updating it... my double click to change wallpaper is not working.... plz help me over this,1,1
5729191d507c69054da8e9ca,"Long time switching between phones + lag Takes a long time(a week or 2) to sync the account if you install it on a new phone. It's blocking messages, has lag.",0,1
57291007507c69054da8e098,"background works fine, but just add an option to choose/remove the background, like viber. no option for it kills, cos the background image pisses me off.",1,1
5729c012507c690b8e0bd3f9,"My go to lockscreen. It's so simple and elegant. However, I've been noticing something that inhibits me from giving this app five stars. Sometimes it just stops reading notifications and I need to clear all the data on the app to fix it. Please fix.",1,1
57893a2d819cb7066ab3fd6d,Bay Great site,0,1
